name,year,imdb,metascore,votes,n_imdb
The Sorcerer's Apprentice,2010,6.1,46,136173,61.0
The Karate Kid,2010,6.2,61,135564,62.0
Buried,2010,7.0,65,130835,70.0
The Last Airbender,2010,4.2,20,129607,42.0
Remember Me,2010,7.2,40,123500,72.0
Never Let Me Go,2010,7.2,69,122673,72.0
Winter's Bone,2010,7.2,90,120520,72.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53,119354,63.0
Dear John,2010,6.3,43,118966,63.0
It's Kind of a Funny Story,2010,7.1,63,118548,71.0
Green Zone,2010,6.8,63,117893,68.0
The Kids Are All Right,2010,7.0,86,116983,70.0
Devil,2010,6.2,44,115124,62.0
She's Out of My League,2010,6.4,46,109327,64.0
Life as We Know It,2010,6.6,39,106161,66.0
The Bounty Hunter,2010,5.5,22,106012,55.0
Incendies,2010,8.2,80,104565,82.0
From Paris with Love,2010,6.5,42,103394,65.0
Valentine's Day,2010,5.7,34,102245,57.0
Let Me In,2010,7.2,79,100994,72.0
The Crazies,2010,6.5,55,99829,65.0
The Way Back,2010,7.3,66,96482,73.0
The Wolfman,2010,5.8,43,94317,58.0
Little Fockers,2010,5.5,27,93651,55.0
Repo Men,2010,6.3,32,92777,63.0
Wall Street: Money Never Sleeps,2010,6.2,59,89878,62.0
Paranormal Activity 2,2010,5.7,53,88851,57.0
Legion,2010,5.2,32,87091,52.0
Faster,2010,6.5,44,86744,65.0
Dinner for Schmucks,2010,5.9,56,86016,59.0
The Switch,2010,6.1,52,85695,61.0
Ang-ma-reul bo-at-da,2010,7.8,67,84679,78.0
Hereafter,2010,6.5,56,84387,65.0
The American,2010,6.3,61,84081,63.0
My Name Is Khan,2010,8.0,50,83683,80.0
Monsters,2010,6.4,63,81611,64.0
Letters to Juliet,2010,6.6,50,81410,66.0
A Nightmare on Elm Street,2010,5.2,35,81376,52.0
Edge of Darkness,2010,6.6,55,81110,66.0
Yip Man 2,2010,7.6,67,80786,76.0
Skyline,2010,4.4,26,80688,44.0
Beginners,2010,7.2,81,80435,72.0
Leap Year,2010,6.5,33,79701,65.0
The Losers,2010,6.4,44,79529,64.0
Cop Out,2010,5.6,31,78967,56.0
Killers,2010,5.4,21,78167,54.0
Saw 3D,2010,5.6,24,77802,56.0
Piranha 3D,2010,5.5,53,77713,55.0
Biutiful,2010,7.5,58,76116,75.0
Submarine,2010,7.3,76,75154,73.0
Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.1,71,71841,81.0
Eat Pray Love,2010,5.7,50,71645,57.0
Legend of the Guardians: The Owls of Ga'Hoole,2010,7.0,53,70798,70.0
Centurion,2010,6.4,62,70445,64.0
Flipped,2010,7.7,45,69365,77.0
The Last Song,2010,5.9,33,68011,59.0
Super,2010,6.8,50,66983,68.0
Burlesque,2010,6.4,47,66976,64.0
Sex and the City 2,2010,4.4,27,65033,44.0
Morning Glory,2010,6.5,57,63622,65.0
I Spit on Your Grave,2010,6.3,27,63343,63.0
Four Lions,2010,7.3,68,62549,73.0
Inside Job,2010,8.3,88,62307,83.0
Kari-gurashi no Arietti,2010,7.6,80,61720,76.0
Trolljegeren,2010,7.0,61,60104,70.0
The Debt,2010,6.9,65,58835,69.0
Frozen,2010,6.2,43,58704,62.0
Gulliver's Travels,2010,4.9,33,57372,49.0
Exit Through the Gift Shop,2010,8.0,85,55969,80.0
Jûsan-nin no shikaku,2010,7.6,84,55427,76.0
When in Rome,2010,5.6,25,54742,56.0
Going the Distance,2010,6.3,51,53038,63.0
Charlie St. Cloud,2010,6.5,37,51845,65.0
Jackass 3D,2010,7.0,56,50993,70.0
Step Up 3D,2010,6.2,45,50984,62.0
Takers,2010,6.2,45,50635,62.0
Senna,2010,8.6,79,50635,86.0
Jonah Hex,2010,4.7,33,49325,47.0
Animal Kingdom,2010,7.3,83,49312,73.0
Hesher,2010,7.1,45,46826,71.0
All Good Things,2010,6.3,57,46419,63.0
You Again,2010,5.8,28,44283,58.0
The Last Exorcism,2010,5.6,63,44104,56.0
Everything Must Go,2010,6.4,65,44103,64.0
The Back-up Plan,2010,5.3,34,43938,53.0
Rabbit Hole,2010,7.0,76,43645,70.0
London Boulevard,2010,6.2,52,43109,62.0
Don't Be Afraid of the Dark,2010,5.6,56,43046,56.0
Last Night,2010,6.6,50,42842,66.0
The Runaways,2010,6.6,65,42259,66.0
Vampires Suck,2010,3.4,18,41726,34.0
Fair Game,2010,6.8,69,41552,68.0
You Will Meet a Tall Dark Stranger,2010,6.3,51,39933,63.0
Death at a Funeral,2010,5.7,51,39342,57.0
The Company Men,2010,6.8,69,39255,68.0
Black Death,2010,6.4,71,39117,64.0
Somewhere,2010,6.3,67,38689,63.0
How Do You Know,2010,5.4,46,38382,54.0
MacGruber,2010,5.5,43,38228,55.0
Conviction,2010,7.2,61,37947,72.0
Trust,2010,6.9,60,37463,69.0
Catfish,2010,7.1,65,37444,71.0
Stake Land,2010,6.5,66,37365,65.0
Stone,2010,5.4,58,37158,54.0
13,2010,6.1,29,36905,61.0
The Ward,2010,5.6,38,36469,56.0
Diary of a Wimpy Kid,2010,6.2,56,36027,62.0
Hævnen,2010,7.7,65,35099,77.0
Tooth Fairy,2010,5.0,36,34351,50.0
The Spy Next Door,2010,5.4,27,33914,54.0
Greenberg,2010,6.1,76,32424,61.0
Wild Target,2010,6.9,41,32346,69.0
Cyrus,2010,6.3,74,31611,63.0
L'illusionniste,2010,7.5,82,30465,75.0
The Killer Inside Me,2010,6.1,53,30432,61.0
Rubber,2010,5.8,59,29092,58.0
"Tomorrow, When the War Began",2010,6.2,54,28386,62.0
6 Souls,2010,6.1,28,28235,61.0
The Whistleblower,2010,7.2,59,27723,72.0
Happythankyoumoreplease,2010,6.8,45,27636,68.0
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87,629632,81.0
Thor,2011,7.0,57,607160,70.0
The Intouchables,2011,8.6,57,603191,86.0
Captain America: The First Avenger,2011,6.9,66,582185,69.0
X: First Class,2011,7.8,65,572359,78.0
Drive,2011,7.8,78,487014,78.0
Limitless,2011,7.4,59,464177,74.0
Rise of the Planet of the Apes,2011,7.6,68,450514,76.0
Source Code,2011,7.5,74,425186,75.0
Pirates of the Caribbean: On Stranger Tides,2011,6.6,45,419167,66.0
"Crazy, Stupid, Love.",2011,7.4,68,413234,74.0
The Hangover Part II,2011,6.5,44,409482,65.0
Mission: Impossible - Ghost Protocol,2011,7.4,73,395332,74.0
Horrible Bosses,2011,6.9,57,380986,69.0
Warrior,2011,8.2,71,374765,82.0
Sherlock Holmes: A Game of Shadows,2011,7.5,48,372681,75.0
The Girl with the Dragon Tattoo,2011,7.8,71,364618,78.0
The Help,2011,8.1,62,361458,81.0
Transformers: Dark of the Moon,2011,6.3,42,350567,63.0
Midnight in Paris,2011,7.7,81,335959,77.0
In Time,2011,6.7,53,330557,67.0
Fast Five,2011,7.3,66,312812,73.0
Super 8,2011,7.0,72,308017,70.0
Moneyball,2011,7.6,87,308013,76.0
Friends with Benefits,2011,6.6,63,298992,66.0
50/50,2011,7.7,72,289782,77.0
Real Steel,2011,7.1,56,272473,71.0
Hugo,2011,7.5,83,269886,75.0
Green Lantern,2011,5.6,39,239662,56.0
Bridesmaids,2011,6.8,75,236837,68.0
Unknown,2011,6.9,56,225356,69.0
The Grey,2011,6.8,64,218528,68.0
The Descendants,2011,7.3,84,216388,73.0
The Adjustment Bureau,2011,7.1,60,216315,71.0
Sucker Punch,2011,6.1,33,210761,61.0
Kung Fu Panda 2,2011,7.3,67,208736,73.0
Paul,2011,7.0,57,208732,70.0
I Am Number Four,2011,6.1,36,208591,61.0
The Artist,2011,7.9,89,207007,79.0
Rango,2011,7.2,75,202789,72.0
The Ides of March,2011,7.1,67,201177,71.0
The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,196531,49.0
Contagion,2011,6.6,70,192664,66.0
The Adventures of Tintin,2011,7.4,68,191812,74.0
Just Go with It,2011,6.4,33,189507,64.0
The Lincoln Lawyer,2011,7.3,63,187530,73.0
Cowboys & Aliens,2011,6.0,50,186514,60.0
No Strings Attached,2011,6.2,50,185961,62.0
Rio,2011,6.9,63,180433,69.0
Jodaeiye Nader az Simin,2011,8.4,95,175867,84.0
Bad Teacher,2011,5.7,47,172635,57.0
Hanna,2011,6.8,65,169715,68.0
Tinker Tailor Soldier Spy,2011,7.1,85,164697,71.0
Serbuan maut,2011,7.6,73,164156,76.0
Battle Los Angeles,2011,5.8,37,162312,58.0
Shame,2011,7.2,72,162228,72.0
The Tree of Life,2011,6.8,85,149019,68.0
Immortals,2011,6.0,46,147045,60.0
The Change-Up,2011,6.3,39,146571,63.0
The Green Hornet,2011,5.8,39,143829,58.0
Melancholia,2011,7.1,80,143397,71.0
The Mechanic,2011,6.6,49,134162,66.0
War Horse,2011,7.2,72,128248,72.0
Puss in Boots,2011,6.7,65,125076,67.0
Cars 2,2011,6.2,57,121962,62.0
We Bought a Zoo,2011,7.1,58,120917,71.0
One Day,2011,7.0,48,119385,70.0
Tower Heist,2011,6.2,59,118275,62.0
La piel que habito,2011,7.6,70,115338,76.0
Killer Elite,2011,6.5,44,112944,65.0
Scream 4,2011,6.2,52,112320,62.0
We Need to Talk About Kevin,2011,7.5,68,112211,75.0
J. Edgar,2011,6.6,59,110958,66.0
Hall Pass,2011,5.9,45,109603,59.0
Carnage,2011,7.2,61,105678,72.0
The Thing,2011,6.2,49,104527,62.0
Priest,2011,5.7,41,103610,57.0
Water for Elephants,2011,6.9,52,101752,69.0
Margin Call,2011,7.1,76,101384,71.0
Red Riding Hood,2011,5.4,29,97967,54.0
Johnny English Reborn,2011,6.3,46,97950,63.0
Ghost Rider: Spirit of Vengeance,2011,4.3,34,96849,43.0
The Three Musketeers,2011,5.8,35,94904,58.0
Final Destination 5,2011,5.9,50,91961,59.0
The Rum Diary,2011,6.2,56,91751,62.0
The Iron Lady,2011,6.4,54,90985,64.0
Fright Night,2011,6.4,64,90722,64.0
Your Highness,2011,5.5,31,90170,55.0
Attack the Block,2011,6.6,75,89335,66.0
Extremely Loud & Incredibly Close,2011,6.9,46,89124,69.0
A Dangerous Method,2011,6.5,76,88680,65.0
Hodejegerne,2011,7.6,72,87311,76.0
Conan the Barbarian,2011,5.2,36,87048,52.0
Drive Angry,2011,5.4,44,86586,54.0
30 Minutes or Less,2011,6.1,49,83694,61.0
Colombiana,2011,6.4,45,82642,64.0
Paranormal Activity 3,2011,5.8,59,82213,58.0
The Rite,2011,6.0,38,81754,60.0
Season of the Witch,2011,5.4,28,81735,54.0
The Best Exotic Marigold Hotel,2011,7.3,62,81421,73.0
Another Earth,2011,7.0,66,81032,70.0
The Muppets,2011,7.1,75,79540,71.0
Our Idiot Brother,2011,6.4,60,78499,64.0
Take Shelter,2011,7.4,85,77999,74.0
Goon,2011,6.8,64,77101,68.0
My Week with Marilyn,2011,7.0,65,76535,70.0
Haywire,2011,5.8,67,76327,58.0
Mr. Popper's Penguins,2011,6.0,53,74931,60.0
Justin Bieber: Never Say Never,2011,1.6,52,74777,16.0
The Smurfs,2011,5.5,30,73323,55.0
You're Next,2011,6.5,66,72976,65.0
New Year's Eve,2011,5.7,22,72740,57.0
The Guard,2011,7.3,78,71241,73.0
Jane Eyre,2011,7.4,76,70561,74.0
Beastly,2011,5.6,40,69382,56.0
Abduction,2011,5.1,25,69359,51.0
The Inbetweeners Movie,2011,6.8,44,69319,68.0
Young Adult,2011,6.3,71,69098,63.0
Jack and Jill,2011,3.4,23,66427,34.0
Detachment,2011,7.7,52,64700,77.0
What's Your Number?,2011,6.1,35,64535,61.0
Killer Joe,2011,6.7,62,64422,67.0
God Bless America,2011,7.2,56,63963,72.0
The Sitter,2011,5.7,39,63562,57.0
A Very Harold & Kumar 3D Christmas,2011,6.3,61,59524,63.0
"Jeff, Who Lives at Home",2011,6.5,60,58367,65.0
The Eagle,2011,6.2,55,58278,62.0
Machine Gun Preacher,2011,6.8,43,57484,68.0
Red State,2011,6.2,50,57156,62.0
The Awakening,2011,6.5,53,56687,65.0
The Devil's Double,2011,7.1,52,56682,71.0
Dream House,2011,6.0,35,55931,60.0
Salmon Fishing in the Yemen,2011,6.8,58,55889,68.0
Larry Crowne,2011,6.1,41,55009,61.0
Like Crazy,2011,6.7,68,52770,67.0
The Darkest Hour,2011,4.9,18,52765,49.0
Something Borrowed,2011,5.9,36,51835,59.0
Bernie,2011,6.8,75,51206,68.0
The Art of Getting By,2011,6.6,36,50996,66.0
Win Win,2011,7.2,75,50529,72.0
Apollo 18,2011,5.2,24,49669,52.0
Sanctum,2011,5.9,42,49660,59.0
Zookeeper,2011,5.2,30,49197,52.0
Perfect Sense,2011,7.1,55,47876,71.0
Arthur,2011,5.7,36,47539,57.0
Take Me Home Tonight,2011,6.3,42,46654,63.0
The Dilemma,2011,5.3,46,46508,53.0
Gnomeo & Juliet,2011,6.0,53,46190,60.0
Grave Encounters,2011,6.1,33,45124,61.0
Don 2,2011,7.1,49,43861,71.0
Martha Marcy May Marlene,2011,6.9,75,43673,69.0
The Beaver,2011,6.7,60,43366,67.0
Jin ling shi san chai,2011,7.6,46,42836,76.0
Arthur Christmas,2011,7.1,69,41846,71.0
Seeking Justice,2011,6.2,38,41393,62.0
Footloose,2011,5.9,58,40851,59.0
Hobo with a Shotgun,2011,6.1,55,40015,61.0
Soul Surfer,2011,7.1,53,39089,71.0
Kill the Irishman,2011,7.1,50,38413,71.0
Friends with Kids,2011,6.2,55,38136,62.0
The Big Year,2011,6.2,53,37801,62.0
Trespass,2011,5.3,37,37484,53.0
Ironclad,2011,6.2,42,36660,62.0
Anonymous,2011,6.9,50,36622,69.0
Monte Carlo,2011,5.8,43,36413,58.0
Happy Feet Two,2011,5.9,50,35891,59.0
Cedar Rapids,2011,6.3,70,34013,63.0
Ra.One,2011,4.8,60,33660,48.0
The Hunter,2011,6.8,63,33303,68.0
The Divide,2011,5.8,28,32405,58.0
In the Land of Blood and Honey,2011,4.4,56,32304,44.0
The Dark Knight Rises,2012,8.4,78,1285755,84.0
Django Unchained,2012,8.4,81,1105461,84.0
The Avengers,2012,8.1,69,1087385,81.0
The Hunger Games,2012,7.2,68,761061,72.0
The Hobbit: An Unexpected Journey,2012,7.9,58,690640,79.0
Silver Linings Playbook,2012,7.8,81,588008,78.0
Skyfall,2012,7.8,81,565208,78.0
Prometheus,2012,7.0,65,512978,70.0
Ted,2012,7.0,62,512407,70.0
Argo,2012,7.7,86,503722,77.0
Life of Pi,2012,7.9,79,496338,79.0
The Amazing Spider-Man,2012,7.0,66,494194,70.0
Looper,2012,7.4,84,472462,74.0
21 Jump Street,2012,7.2,69,451111,72.0
The Perks of Being a Wallflower,2012,8.0,67,396806,80.0
The Cabin in the Woods,2012,7.0,72,312481,70.0
Cloud Atlas,2012,7.5,55,311060,75.0
Brave,2012,7.1,69,310608,71.0
Wreck-It Ralph,2012,7.7,72,305972,77.0
Men in Black 3,2012,6.8,58,288491,68.0
Flight,2012,7.3,76,286193,73.0
Moonrise Kingdom,2012,7.8,84,269089,78.0
Les Misérables,2012,7.6,63,268569,76.0
The Expendables 2,2012,6.6,51,265660,66.0
Jack Reacher,2012,7.0,50,263506,70.0
Taken 2,2012,6.3,45,259626,63.0
The Bourne Legacy,2012,6.7,61,254749,67.0
Snow White and the Huntsman,2012,6.1,57,247261,61.0
Pitch Perfect,2012,7.2,66,239146,72.0
Zero Dark Thirty,2012,7.4,95,236247,74.0
The Dictator,2012,6.4,58,234619,64.0
John Carter,2012,6.6,51,228071,66.0
Dredd,2012,7.1,59,222764,71.0
Chronicle,2012,7.1,69,219938,71.0
Total Recall,2012,6.3,43,218230,63.0
Dark Shadows,2012,6.2,55,217615,62.0
Battleship,2012,5.8,41,216510,58.0
Lincoln,2012,7.4,86,216080,74.0
The Place Beyond the Pines,2012,7.3,68,211743,73.0
Jagten,2012,8.3,77,210966,83.0
Seven Psychopaths,2012,7.2,66,207735,72.0
Lawless,2012,7.3,58,203259,73.0
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52,201492,55.0
End of Watch,2012,7.7,68,201034,77.0
Hotel Transylvania,2012,7.1,47,185642,71.0
American Reunion,2012,6.7,49,183725,67.0
Sinister,2012,6.8,53,182756,68.0
Safe House,2012,6.8,52,180853,68.0
Project X,2012,6.7,48,169689,67.0
Lo imposible,2012,7.6,73,164844,76.0
Wrath of the Titans,2012,5.8,37,164475,58.0
The Vow,2012,6.8,43,163406,68.0
Ice Age: Continental Drift,2012,6.6,49,162271,66.0
This Means War,2012,6.3,31,160038,63.0
The Woman in Black,2012,6.4,62,156952,64.0
Mud,2012,7.4,76,148835,74.0
Abraham Lincoln: Vampire Hunter,2012,5.9,42,137120,59.0
Rise of the Guardians,2012,7.3,57,136572,73.0
Madagascar 3: Europe's Most Wanted,2012,6.9,60,133912,69.0
Man on a Ledge,2012,6.6,40,132687,66.0
Underworld Awakening,2012,6.4,39,132092,64.0
The Master,2012,7.1,86,119956,71.0
Killing Them Softly,2012,6.2,64,119599,62.0
Resident Evil: Retribution,2012,5.4,39,119068,54.0
Spring Breakers,2012,5.3,63,118720,53.0
Magic Mike,2012,6.1,72,117833,61.0
The Campaign,2012,6.1,50,113760,61.0
This Is 40,2012,6.2,59,111470,62.0
The Watch,2012,5.7,36,111176,57.0
Savages,2012,6.5,59,110764,65.0
Safety Not Guaranteed,2012,7.0,72,108004,70.0
Contraband,2012,6.5,51,107435,65.0
Premium Rush,2012,6.5,66,101699,65.0
Seeking a Friend for the End of the World,2012,6.7,59,96822,67.0
Safe,2012,6.5,55,91540,65.0
The Lucky One,2012,6.5,39,87649,65.0
Ruby Sparks,2012,7.2,67,86972,72.0
Lockout,2012,6.1,48,86786,61.0
The Lorax,2012,6.4,46,84885,64.0
The Five-Year Engagement,2012,6.2,62,84157,62.0
Frankenweenie,2012,7.0,74,83171,70.0
ParaNorman,2012,7.0,72,81490,70.0
Amour,2012,7.9,94,79335,79.0
Anna Karenina,2012,6.6,63,79279,66.0
Here Comes the Boom,2012,6.4,40,78958,64.0
That's My Boy,2012,5.6,31,77554,56.0
The Raven,2012,6.4,44,77247,64.0
Mirror Mirror,2012,5.6,46,76000,56.0
Journey 2: The Mysterious Island,2012,5.8,41,75920,58.0
To Rome with Love,2012,6.3,54,75607,63.0
Beasts of the Southern Wild,2012,7.3,86,74881,73.0
Stuck in Love,2012,7.3,49,74573,73.0
Disconnect,2012,7.6,64,67248,76.0
Rock of Ages,2012,5.9,47,66531,59.0
The Words,2012,7.1,37,66455,71.0
Red Dawn,2012,5.4,31,66445,54.0
Wanderlust,2012,5.6,53,66223,56.0
Hitchcock,2012,6.8,55,65277,68.0
Upside Down,2012,6.4,45,63541,64.0
House at the End of the Street,2012,5.6,31,63310,56.0
What to Expect When You're Expecting,2012,5.7,41,62393,57.0
The Iceman,2012,6.9,60,61725,69.0
Act of Valor,2012,6.5,40,61451,65.0
Gangs of Wasseypur,2012,8.3,89,58175,83.0
The First Time,2012,6.9,55,57724,69.0
Robot & Frank,2012,7.1,67,56736,71.0
The Man with the Iron Fists,2012,5.4,51,56518,54.0
Paranormal Activity 4,2012,4.6,40,55399,46.0
De rouille et d'os,2012,7.5,73,55235,75.0
Searching for Sugar Man,2012,8.2,79,54875,82.0
Silent Hill: Revelation,2012,5.0,16,54164,50.0
Frances Ha,2012,7.4,82,53531,74.0
